Date;SBERBANK OF RUSSIA;VTB BANK;BK OTKRITIE;AVTOVAZ;KAMAZ;SOLLERS;MMC NORILSK NICKEL;POLYUS;SEVERSTAL;OC ROSNEFT;GAZPROM;OIL COMPANY LUKOIL;MAGNIT;LENTA 144A GDR (MIC);M VIDEO;MOBILE TELESYSTEMS;MEGAFON;ROSTELECOM;URALKALI;PHOSAGRO;ACRON;INTER RAO UES;RUSHYDRO;FED.GRID CO.OF UNG.SY.
25.09.2012;93.75;0.0555;774.3999;14.7489;40.72;565.0999;4985;1049.6;403.3999;208.41;160.87;1940.2;4297.199;NA;261.97;52.15;NA;137;264.5;1253.9;1413;2.683;0.8591;0.235
26.09.2012;90.75;0.0534;773;14.5164;39.77;569;4921;1025;387.5;204;157;1914.5;4165;NA;258.5;52.04;NA;134;256.6099;1226;1405;2.609;0.8452;0.228
27.09.2012;90.07;0.0539;778.7;14.7843;40;590.2;4945;1033.7;392;207.93;157.49;1912.7;4231.398;NA;260;53.77;NA;132.74;258.4199;1246;1394;2.649;0.855;0.2275
28.09.2012;90.99;0.0531;780.3999;14.6564;40.64;622;4950;1031.1;394.5999;210.92;157.75;1922.3;4164.898;NA;259.98;53.55;NA;134.4;257.5298;1258.7;1387;2.677;0.8545;0.2323
01.10.2012;92.33;0.0538;777.7998;14.8618;41.02;616.0999;5036;1036.8;400.8999;213.49;160.9;1953.6;4271;NA;260.98;54.27;NA;138.72;264.99;1270;1420.9;2.729;0.8699;0.2389
02.10.2012;91.9;0.0544;782.7998;14.8422;41.26;621;5032;1040;395.0999;211.11;159.3;1961.5;4333.699;NA;259.98;54.42;NA;137.9;260.22;1280;1416.4;2.725;0.8695;0.2407
03.10.2012;91.92;0.0545;792;14.6275;40.99;617;4959;1037.8;392;209.74;158.14;1955;4307;NA;261;53.72;NA;136.5;251.17;1276;1392.7;2.711;0.8627;0.2377
04.10.2012;91.47;0.0541;780.8999;14.6042;41.09;622.5;4897;1030;390.2998;207.98;156.41;1916.8;4298.5;NA;259;54.22;NA;134.25;252.58;1284.8;1400;2.663;0.858;0.2322
05.10.2012;93.02;0.0549;789.5;14.8571;41.67;657;4969;1032.1;393.5999;212.06;159.07;1935.2;4389.898;NA;260;53.28;NA;135.2;256.0498;1281;1423;2.766;0.8685;0.2357
08.10.2012;92.6;0.0545;792;14.6247;41.39;664.8999;4923;1035.1;394.0999;211.7;158.9;1933.6;4456.098;NA;259.6199;53.26;NA;133.8;256.45;1298.3;1395.4;2.785;0.8548;0.24
09.10.2012;92.63;0.0542;792;14.5836;40.05;662.3999;4900;1030;395;212.33;157.15;1947.7;4437;NA;260.1399;52.94;NA;136.62;258.98;1309;1404.2;2.791;0.8429;0.2365
10.10.2012;92.29;0.0539;796.5;14.5341;40.9;664.8999;4820;1024;394.7;210.48;155.3;1937;4367;NA;261.5;52.29;NA;135.5;254.05;1281;1375;2.773;0.8433;0.2311
11.10.2012;92.64;0.0545;799.5999;14.5986;40.71;660.7;4828;1028;395.5999;210.8;154.25;1941.2;4439;NA;265;52.47;NA;134.97;256.3999;1292;1370;2.73;0.8506;0.2344
12.10.2012;91.5;0.0539;805;14.3334;40.06;670;4806;1060.2;390;208.39;152.36;1923;4438.797;NA;263.24;52.14;NA;132.8;251.25;1282;1352.9;2.624;0.843;0.2306
15.10.2012;91.28;0.0538;805;14.2354;39.73;672.5;4819;1041;382.5999;208.16;152.22;1926.1;4378.898;NA;266.5298;52.3;NA;132.48;248;1266.1;1329.5;2.614;0.8459;0.2293
16.10.2012;92.19;0.0541;805.8999;14.283;38.75;682;4870;1019.5;389.0999;210.02;153.98;1953;4499;NA;272.1599;52.8;NA;133.58;248.17;1273;1313.2;2.62;0.844;0.2335
17.10.2012;93.12;0.0552;800;14.283;38.81;684.3999;4897;1017.1;398.7998;213.31;156.14;1980.6;4530.398;NA;272.99;53.79;NA;136.14;244.51;1282;1324.6;2.652;0.8439;0.2354
18.10.2012;93.7;0.055;800;14.3297;38.95;684.8999;4835;1012.1;399.7;219.3;155;1988;4466.898;NA;270;53.47;NA;135.2;244.42;1284.7;1330.5;2.6;0.8394;0.2327
19.10.2012;93.19;0.0541;820;14.2503;38.6;689.8999;4804;1014;392.2;214.07;154.68;1970.2;4580;NA;276.99;51.6231;NA;132.1;240.01;1271.9;1311.3;2.57;0.8267;0.2305
22.10.2012;94.1;0.0545;823;14.1318;38.94;690.2;4818;1008.7;394.2;219.6;156.53;1985.9;4595.098;NA;279.3098;52.19;NA;134.25;244;1297;1321;2.575;0.8361;0.2317
23.10.2012;93.59;0.0539;829.5999;13.7117;37.66;691.8999;4821;995;386.7998;225.85;153.67;1940.7;4495.098;NA;278;51.55;NA;130.96;240.75;1299;1309;2.535;0.8228;0.2246
24.10.2012;93.38;0.054;827;13.6753;37.96;692;4840;985.0999;386.3999;234.06;152.66;1919.6;4528.5;NA;249.99;51.26;NA;127.82;241.49;1304.9;1296.4;2.627;0.8076;0.2184
25.10.2012;92.89;0.0547;827.5;13.5511;38;690.7;4838;991.2;386.5;231.56;152.78;1921.8;4511;NA;250;51.23;NA;126.25;240.47;1286;1255.6;2.574;0.788;0.212
26.10.2012;91.95;0.0557;828;13.2029;38.7;690.0999;4770;997;383.5999;231.32;151.56;1880.3;4575;NA;249.1;50.58;NA;124.7;242.79;1302.5;1253.9;2.551;0.7819;0.2039
29.10.2012;91.7;0.0556;835;12.9126;38.35;691;4780;987.2;383.8999;230.32;150.85;1902.9;4570.797;NA;249;50.58;NA;124.46;242.49;1309.8;1251.2;2.539;0.7785;0.2
30.10.2012;91.2;0.0549;834.8999;12.7894;38.26;693.2;4775;993.0999;381.0999;232.09;147.06;1899;4465;NA;247.02;50.58;NA;122.78;243.4;1305;1255;2.527;0.7713;0.208
31.10.2012;91.79;0.0545;830;12.4374;38.35;689.8999;4830;991;383.8999;232.7;144.9;1904;4460;NA;248;50.41;NA;123.51;247.38;1288;1275;2.53;0.7707;0.2046
01.11.2012;91.84;0.0546;834.7998;12.415;38.77;671.2;4858;980.0999;380.7998;246.47;144.3;1922;4519.699;NA;247.94;50.8;NA;123.61;246.11;1290.1;1274.9;2.571;0.7587;0.2063
02.11.2012;91.95;0.0541;835;12.1359;39.08;679.2;4871;986;385;249.29;146.03;1944;4580;NA;250.33;50.25;NA;122.03;247.02;1298;1279.8;2.546;0.763;0.2048
05.11.2012;91.95;0.0541;835;12.1359;39.08;679.2;4871;986;385;249.29;146.03;1944;4580;NA;250.33;50.62;NA;122.03;247.02;1298;1279.8;2.546;0.763;0.2048
06.11.2012;91.34;0.055;837.2;12.3823;39.47;679.7998;4887;977.5999;391.7998;246.52;146;1954;4668.797;NA;246.62;50.79;NA;122;248.7;1275;1263.1;2.53;0.7775;0.2145
07.11.2012;89.95;0.0541;838.7;12.1359;39;675;4805;972.7;384;245.01;143.7;1923;4655.598;NA;247.44;50.2;NA;121.6;239.59;1269.9;1254.3;2.505;0.7607;0.208
08.11.2012;86.34;0.0535;837;11.9688;38.63;678;4820;966.5999;374.0999;240.78;143.15;1936.4;4524;NA;246.53;49.41;NA;117.99;238.99;1270;1262.2;2.487;0.744;0.199
09.11.2012;85.8;0.0527;830;11.713;38.7;672.2;4844;974.2998;366.7998;241.05;145.6;1918.7;4499;NA;247;49.75;NA;117.23;230.5;1278;1260;2.467;0.7361;0.201
12.11.2012;86.78;0.0526;835;11.9772;38.49;669.0999;4815;975.5;366;244.35;144.88;1919;4580;NA;242;49.72;NA;119.24;234.9;1276;1270;2.495;0.7416;0.2034
13.11.2012;84.31;0.0513;833;11.5758;37.37;645;4659;951.0999;356.5;242.85;139.8;1856.8;4441.699;NA;225.99;49.03;NA;119.35;235.25;1287;1214.2;2.467;0.7296;0.1954
14.11.2012;84.72;0.0508;829.8999;11.6075;37.35;644.8999;4614;943;350.5999;246.63;139.35;1863;4289.598;NA;226.1;48.4;NA;119.47;233.8;1269;1220.4;2.483;0.7154;0.1918
15.11.2012;86.09;0.051;832;11.5291;37.63;654;4620;935;355.5;247.02;141.73;1895.2;4400;NA;229.97;49.01;NA;120.91;235.5;1290;1229.8;2.494;0.7187;0.1937
16.11.2012;85.98;0.0517;828;11.4787;37.36;637;4619;928.8999;352.2;248.2;140.2;1885.5;4535;NA;234.79;46;NA;121.05;229;1298.9;1221.7;2.442;0.7234;0.1927
19.11.2012;87.34;0.052;828;11.6505;37.15;627.8999;4630;929.2998;363;251.5;142;1901.3;4531.199;NA;235.49;46;NA;122.77;228.39;1310;1225;2.462;0.7349;0.1953
20.11.2012;87;0.0519;827.5;11.7158;36.29;623;4650;921.3999;363;250.3;141.25;1910;4574.598;NA;234.97;45.99;NA;120.48;230;1316;1224;2.46;0.7256;0.1921
21.11.2012;87.88;0.0521;829.3999;12.121;36.22;622.7998;4690;933.5;364.5;249.27;142.8;1915.4;4555;NA;231.65;46.39;NA;120;230.55;1320.5;1228.9;2.464;0.7283;0.194
22.11.2012;88.01;0.0522;844;12.2068;35.8;610;4695;931.7998;362.0999;243.03;142.11;1913.3;4540;NA;231.42;46.39;NA;119.75;230.99;1347.8;1235;2.465;0.7576;0.1971
23.11.2012;89.31;0.0527;835.5;12.2965;36;618.7998;4681;932.2998;364.7998;241.3;141.63;1923.7;4545;NA;229.58;47.6;NA;120.62;233.89;1357;1240.1;2.579;0.7685;0.2122
26.11.2012;89.2;0.0524;833;12.1079;35.28;626;4652;927.3999;360;239.99;140.33;1923.2;4497;NA;224.5;47.65;NA;118.8;232.73;1312.2;1239.9;2.522;0.7539;0.209
27.11.2012;89.2;0.0518;833;11.8838;35.21;634.7998;4631;916.7;357.0999;239.66;138.3;1912.5;4455.898;NA;215;47.52;NA;116.09;233.16;1308;1250.5;2.521;0.7402;0.206
28.11.2012;87.73;0.0512;832.0999;11.5758;34.73;636;4700;908.7998;348.7998;239.82;137.26;1890;4514;NA;215.01;47.78;630;110.39;227.75;1296.5;1251;2.494;0.7306;0.204
29.11.2012;87.91;0.0516;830.0999;11.7578;35.18;662.7998;4706;910;351.8999;244.01;137.29;1897.1;4465.297;NA;215.9;48.13;630;110.5;229.62;1286.3;1277.5;2.534;0.7393;0.207
30.11.2012;91.41;0.0519;830;11.9585;35.55;668;4811;935;352;243.88;138.67;1939.4;4495;NA;218.8;48.35;655;108.94;230.2;1279.2;1284.9;2.507;0.7355;0.2085
03.12.2012;92.8;0.0526;833;12.1014;36.46;669.8999;4811;936;358.0999;243.86;140.88;1955.7;4456;NA;221.87;48.54;660;109.54;233.99;1288;1317.7;2.547;0.744;0.211
04.12.2012;91.84;0.052;833;12.233;35.85;650;4876;915.2;352.8999;241.23;139.4;1938;4480.199;NA;223.98;48.55;655.5;108;229;1281.4;1308.4;2.506;0.7367;0.2093
05.12.2012;93.83;0.0523;833;12.3338;36.17;654;5184;925.0999;359;248.1;140.67;1973.1;4499.898;NA;227.77;48.98;672;109.13;228.33;1281.5;1344.7;2.525;0.743;0.2135
06.12.2012;93.58;0.0525;834;12.556;36.11;668;5330;927.7;353.5;248.51;139.53;1979.9;4501;NA;228.51;48.93;681;112.8;230.28;1278.8;1339.3;2.524;0.741;0.2112
07.12.2012;93.2;0.0525;832;14.7965;37.38;653.5;5300;921.8999;354.8999;250.98;139.5;1993.7;4520;NA;227.46;49.07;679.0999;113.1;234.5;1275.7;1339.6;2.49;0.7355;0.2105
10.12.2012;93.59;0.0523;839;16.01;38.46;659.7998;5380;917.5999;355.3999;250.43;140.29;1982.7;4522.297;NA;228.05;49.34;679.7;113.84;238.65;1273.2;1345;2.506;0.7607;0.2128
11.12.2012;93.52;0.0527;827.2998;14.7498;37.6;663.7998;5265;917.0999;356.5;248.35;139.53;1998.9;4595.5;NA;231.9;49.8;695;116.15;236;1262.9;1349;2.519;0.7688;0.2156
12.12.2012;93.86;0.0536;833.8999;14.4146;37.6;659.2998;5379;920.7;356.0999;251.67;140.94;2014.4;4719.898;NA;236.84;50.03;692.2998;117.3;242.16;1248.2;1349.3;2.578;0.7582;0.2188
13.12.2012;93.39;0.0539;824.7;13.8163;37.11;650;5358;918.5;351.7;253.87;139.48;1995;4718;NA;238;49;688.5999;118.22;243.51;1235;1348.4;2.557;0.7518;0.217
14.12.2012;93.42;0.0539;834.7998;13.5269;37.21;654.0999;5372;916.7998;353.5999;258.8799;139.41;2003.6;4697;NA;245.39;48.7731;723.2;118.8;244.45;1231.7;1355;2.57;0.746;0.214
17.12.2012;93.54;0.054;833;14.7647;37.19;656.2998;5581;914;354.7998;261.3899;139.73;2013.2;4730;NA;246.75;49.61;742.3999;116.96;245.23;1407;1361;2.509;0.7378;0.2126
18.12.2012;95.11;0.0549;833.2;14.311;37.51;653;5630;913.7998;361;263.2;140.34;2007.6;4878.598;NA;249.5;50.01;738;119.05;248.9;1247.5;1382.9;2.503;0.7491;0.214
19.12.2012;94.53;0.0549;827;14.0356;38.15;661;5683;913.2;375.0999;262.2898;140.16;2007.4;4851.297;NA;246.99;50.2868;750;119.75;245;1232.9;1369.9;2.529;0.7518;0.212
20.12.2012;94.69;0.0545;826;14.3642;38.14;664.8999;5750;906.2998;378.2998;261.99;142.75;2039.9;4893;NA;246.46;50.49;740;119.65;247;1247.9;1378.3;2.525;0.7505;0.2099
21.12.2012;93.5;0.0544;826;14.3764;37.22;669.8999;5690;903.3999;384;262.3098;144.35;2025;4840;NA;241.7;50.29;721.5;120;236;1244;1386.7;2.504;0.7425;0.2055
24.12.2012;92.5;0.054;834.7;14.5621;37.18;668.7;5629;902.5999;376.5999;265.25;144.65;2007;4835.5;NA;240.49;50.31;724.7;119.19;234.75;1239.9;1385;2.477;0.7344;0.2016
25.12.2012;92.38;0.0541;827.3999;14.9001;37.29;667.8999;5660;901.0999;378;265.3499;144.76;2017;4783.5;NA;241.7;50.31;723.7998;118.6;235.2;1236;1385.1;2.538;0.7352;0.2042
26.12.2012;92.35;0.0542;829.5;14.9906;37.17;668;5644;897.5999;381;268.7598;145.06;2015.6;4810.5;NA;242;50.32;727;119.18;237.1;1234.1;1390;2.529;0.7352;0.206
27.12.2012;92.82;0.0542;823;14.9832;37.5;674;5626;899.0999;377.7;268.7898;144.95;2011;4826;NA;239.5;50.55;725.2998;119.19;236.6;1243.7;1391.9;2.496;0.7334;0.203
28.12.2012;92.94;0.0536;823;14.873;37.47;682.2998;5603;907;369.0999;270.0098;143.7;2000.2;4786.398;NA;242.97;49.98;723;120.4;234.75;1246.9;1396.5;2.483;0.7335;0.201
31.12.2012;92.94;0.0536;823;14.873;37.47;682.2998;5603;907;369.0999;270.0098;143.7;2000.2;4786.398;NA;242.97;50.93;723;120.4;234.75;1246.9;1396.5;2.483;0.7335;0.201
01.01.2013;92.94;0.0536;823;14.873;37.47;682.2998;5603;907;369.0999;270.0098;143.7;2000.2;4786.398;NA;242.97;50.93;723;120.4;234.75;1246.9;1396.5;2.483;0.7335;0.201
02.01.2013;92.94;0.0536;823;14.873;37.47;682.2998;5603;907;369.0999;270.0098;143.7;2000.2;4786.398;NA;242.97;52.54;723;120.4;234.75;1246.9;1396.5;2.483;0.7335;0.201
03.01.2013;92.94;0.0536;823;14.873;37.47;682.2998;5603;907;369.0999;270.0098;143.7;2000.2;4786.398;NA;242.97;52.0854;723;120.4;234.75;1246.9;1396.5;2.483;0.7335;0.201
04.01.2013;92.94;0.0536;823;14.873;37.47;682.2998;5603;907;369.0999;270.0098;143.7;2000.2;4786.398;NA;242.97;52.6;723;120.4;234.75;1246.9;1396.5;2.483;0.7335;0.201
07.01.2013;92.94;0.0536;823;14.873;37.47;682.2998;5603;907;369.0999;270.0098;143.7;2000.2;4786.398;NA;242.97;52.34;723;120.4;234.75;1246.9;1396.5;2.483;0.7335;0.201
08.01.2013;98.37;0.0549;801.2;15.0887;37.7;695;5741;926.7998;389.8999;268.98;147.9;2024.6;4983.699;NA;247.9;52.55;748;125.6;236;1256.4;1426;2.521;0.7407;0.2083
09.01.2013;98.23;0.0548;801.2;14.9738;37.9;691;5880;972.5;389.7;268.99;148.91;2026.7;4899;NA;247.88;53.04;756.7998;125.9;233.3;1269.5;1493.9;2.525;0.7387;0.2058
10.01.2013;98.41;0.0552;822.3999;14.7965;38.17;694;5935;995;388;266.6499;147.6;2008.5;4950;NA;246.99;52.94;760;124;231;1247;1475.8;2.501;0.7389;0.203
11.01.2013;99.56;0.0575;830;14.6284;38.32;693.5;5930;991;392;265.2798;147.97;2006.1;4939.898;NA;247.8;53.36;754.8999;123.17;231.38;1215.7;1478.5;2.484;0.7478;0.2022
14.01.2013;100.99;0.0577;831.5999;14.6798;39.55;716;6000;989.5999;397.8999;267;149.6;2020;5118.898;NA;250.5;53.47;755.0999;124.05;233.1;1210.7;1504;2.506;0.7652;0.2073
15.01.2013;99.85;0.0574;830.0999;14.8898;39.34;775;5958;989;392.3999;264.0999;147.73;2006;5110;NA;251;53.88;755.2;121.67;229.21;1209.1;1486;2.479;0.7647;0.2052
16.01.2013;99.97;0.0577;833;14.6844;38.86;776;5980;992;389.2998;261.5598;146.42;2007.6;5359.598;NA;252.5;53.9;768.2998;120.67;227.81;1210;1494;2.501;0.7866;0.215
17.01.2013;101.15;0.0577;835;14.7339;40;776.2;5956;996.8999;394.2;258.75;147.7;2012.7;5472;NA;245.49;54.53;803;122.64;228.96;1211;1482;2.506;0.7868;0.2158
18.01.2013;103.48;0.0582;831.7;14.7311;40;778.5;6032;1034.8;396.2;262.4399;148.42;2017;5635.5;NA;245.82;54.71;790;125;230;1207.9;1525;2.552;0.788;0.2175
21.01.2013;103.64;0.0583;831.7;14.7489;40.3;789.8999;6070;1036.8;394.7998;262.6699;147.74;2003;5660;NA;242.69;54.71;798;125.2;228.1;1218.4;1510;2.521;0.784;0.2164
22.01.2013;102.35;0.0594;839.7998;14.5136;39.7;774.7;5984;1050.6;391;264.9099;145.84;1983.1;5510;NA;243.4;55.45;792.3999;123.19;226.72;1222.9;1501.7;2.512;0.7724;0.2174
23.01.2013;103.45;0.0595;840;14.423;40.13;760;6101;1091.6;391.2;265.21;146.67;1986;5760;NA;249;55.7;810;124.44;227.51;1218.9;1507.8;2.517;0.7818;0.2215
24.01.2013;102.48;0.059;840;14.3754;40.27;771.0999;6038;1136.9;386.5;268.49;146.14;1999.3;5702.898;NA;246;56.51;822.2998;123;231.2;1218;1493;2.51;0.7813;0.22
25.01.2013;103.67;0.0591;840;14.2821;40.08;789.8999;6060;1118.6;387.8999;272.6199;146.4;2018.8;5678.5;NA;248.49;56.47;818;123.39;231.08;1224;1489;2.494;0.783;0.2195
28.01.2013;106.9;0.0593;833.5999;14.3344;40;782.2998;6015;1156;390;275.4299;147.22;2020;5646.199;NA;253.45;57.67;813.2;124.16;232.66;1241.9;1475;2.505;0.7919;0.2218
29.01.2013;106.55;0.058;826.7998;14.1421;39.68;784;5980;1174;377;270.8899;145.91;1995.5;5582;NA;256.5;58.15;805.0999;124.3;229.65;1241.9;1470;2.49;0.792;0.2209
30.01.2013;107.8;0.0561;820;14.0562;38.91;779.2;5984;1196.9;372.0999;267.2898;143.85;1998.2;5600;NA;258.4299;57.48;806.2;122.3;229.03;1238.9;1430.3;2.46;0.7767;0.2153
31.01.2013;109.59;0.0558;824.3999;13.5819;38.35;782.8999;5986;1252;377.2;267.1499;142.09;2020.1;5640;NA;265.3098;56.85;811.7998;120.99;228.38;1227.7;1425;2.462;0.7553;0.2165
01.02.2013;108.36;0.0561;830.0999;13.7136;38.4;796;5976;1219.9;373.8999;262.0098;142.28;2014.5;5818;NA;264;56.15;830;122.56;235.5;1238.7;1425.8;2.453;0.75;0.2175
04.02.2013;107.2;0.0551;820.7;13.6109;37.91;803.8999;5935;1253.8;366.2;258.0898;141.47;2007.2;5819.199;NA;264;55.09;847;121.96;234.88;1243.8;1428;2.435;0.733;0.214
05.02.2013;107.75;0.0553;837.3999;13.5362;37.71;786.2;5969;1255.9;367;258.49;141.37;2016.1;5770;NA;263.8999;55.39;845;121.5;235.56;1245;1414;2.472;0.7397;0.2159
06.02.2013;106.8;0.054;850;13.4195;37.23;788.8999;5947;1240.9;365;256.5098;139.91;2004.7;5808.297;NA;264;55.9;850;120.95;233.13;1243.2;1417;2.477;0.7337;0.2133
07.02.2013;105.65;0.0542;859;13.3775;36.8;793.8999;5935;1205;365.7;255.82;138.91;2000.4;5825.098;NA;264.6699;55.32;847.5;120.52;233.55;1258.8;1437.2;2.463;0.7324;0.212
08.02.2013;107.08;0.0536;893;13.4886;37.1;786.2;5871;1137.5;364.5;255.61;137.68;1991.2;5797.898;NA;261;55.59;846.2998;120.39;231;1254.5;1435.8;2.451;0.719;0.2077
11.02.2013;107.04;0.0531;952.7;13.3495;37.25;780.7998;5897;1152.9;355.2;257.0498;135.29;1994.3;5770;NA;264.5298;55.56;848.3999;119.9;230.9;1266.4;1438.5;2.428;0.7153;0.2037
12.02.2013;108.48;0.0528;950;13.2095;37.34;774;5841;1149.9;355.0999;253.82;133.3;1990.1;5829.699;NA;270.5898;55.46;845.5;119.01;230.9;1255;1429.6;2.409;0.7145;0.2021
13.02.2013;108.8;0.0556;950;13.3588;38.56;793.5999;5875;1143.4;364.2;263.8899;137.15;2010.2;5861.797;NA;274.5;55.46;848.5;120.74;233.14;1245;1437.9;2.455;0.7355;0.21
14.02.2013;107.62;0.0565;928.7;13.2561;38.7;789.5;5677;1146.9;365.7;258.98;134.2;2005;5821;NA;277;55.38;833.5999;119.12;231.17;1230.2;1426.8;2.416;0.723;0.2056
15.02.2013;105.08;0.056;927.7;13.1581;38.97;790;5550;1139;368.5999;255.07;133.99;1999.6;5833.398;NA;281.2998;55.25;829.5999;117.9;231.57;1232;1430;2.361;0.7137;0.2009
18.02.2013;106.23;0.056;895.5;13.2561;39.06;790;5530;1115;364.5999;253.5;135.9;1990.8;5832;NA;283.97;55.25;825.0999;118.94;229.73;1224.9;1432.9;2.348;0.7008;0.1979
19.02.2013;108.73;0.0565;900;13.1348;41;778.7998;5676;1106.1;363.5999;255.5;137.55;1984;5860;NA;287.25;55.67;829.3999;119.31;230.3;1236.7;1469.7;2.369;0.7058;0.1994
20.02.2013;107.82;0.0569;895.7;13.427;40.98;792;5574;1072.8;360.5;251.89;137.06;1980;5863.098;NA;279.7698;54.37;824;121.57;229.28;1245.3;1469;2.332;0.6995;0.196
21.02.2013;106.74;0.0547;896.2998;13.0974;40.26;786.5;5491;1034.2;351.8999;251.05;136;1974.2;5763;NA;272.5;53.69;811.8999;120.15;227.28;1246.3;1423;2.291;0.6896;0.1906
22.02.2013;106.12;0.0543;865;13.1506;41.05;797;5496;1069.9;352.3999;252.06;136.81;1980;5780;NA;271.5698;54.42;825;119.35;228.82;1249;1427.1;2.28;0.6972;0.1936
25.02.2013;106.61;0.0549;865;13.1674;41.36;797.5;5577;1081;353.5;251.05;138.03;1988.1;5713.5;NA;267.4099;53.6;820;119.06;229.57;1246.7;1430.1;2.264;0.694;0.1962
26.02.2013;104.14;0.0548;866.0999;13.0694;40.58;794;5487;1072.4;349.7;248.26;136.5;1970;5630;NA;264.0198;54.1;815.3999;117.46;228.58;1248.7;1417.1;2.19;0.6935;0.1938
27.02.2013;103.45;0.0551;869;13.0704;40.15;815;5517;1062.5;347.2;247.52;137.6;1980;5665;NA;264.45;54.02;834.3999;117.37;231;1260;1421;2.179;0.6926;0.1935
28.02.2013;104.57;0.0559;810.0999;13.1161;40.63;812;5404;1045.1;341.0999;244.01;137.4;1963;5704.797;NA;258.7;54;864;122.72;227.5;1241.4;1433.9;2.16;0.6884;0.1901
01.03.2013;103.09;0.0557;810.0999;13.0666;40.25;798.8999;5347;1026.3;337.3999;241.88;134.75;1958.6;5679.898;NA;261.7;54.06;893.5999;124.71;233.37;1247;1425;2.104;0.6802;0.1888
04.03.2013;102.9;0.0555;850;12.767;40.07;805;5285;1007.5;330.2;241.55;133.03;1965.5;5700.199;NA;261;53.5;857.2998;123.58;232;1247.1;1435;2.05;0.6732;0.1839
05.03.2013;103.91;0.0562;821;12.9761;40.08;797.8999;5430;1014;335;244.86;136.45;1974.5;5750;NA;262.6799;54.23;866;123.39;232.2;1252.3;1445;2.083;0.6829;0.189
06.03.2013;105.33;0.0558;821;12.9761;39.75;800.5;5485;1022.1;343.2998;247.61;134.85;1992;5850;NA;263.5898;54.29;895;121.73;230.15;1246;1449.8;2.098;0.6834;0.1891
07.03.2013;105.31;0.0558;860;12.8827;39.85;800;5465;1026.1;336.8999;248.31;133.73;2010;5955;NA;259;54.12;910.2998;121;231.19;1259.9;1433.7;2.045;0.685;0.1879
08.03.2013;105.31;0.0558;860;12.8827;39.85;800;5465;1026.1;336.8999;248.31;133.73;2010;5955;NA;259;54.89;910.2998;121;231.19;1259.9;1433.7;2.045;0.685;0.1879
11.03.2013;106.78;0.0559;860.2;12.6941;39.75;785;5494;1038.1;336.8999;248.34;136.6;2015.7;5813.199;NA;267.48;54.4;943.5;122.4;233.3;1294.4;1444.9;2.068;0.6849;0.1883
12.03.2013;106.07;0.0558;860.2;12.4048;39.59;799.8999;5438;1091;333.5;248.46;137.25;2014.9;5842;NA;272;54.84;944.7998;122;234;1315;1454.9;2.06;0.6785;0.1867
13.03.2013;104.43;0.0557;869.8999;12.1574;39.51;795;5315;1150.3;327.2;246.63;140.56;2003;5875.297;NA;275;55.08;923;119.61;231.74;1328;1435.4;2.08;0.677;0.1849
14.03.2013;104.81;0.0554;870;11.8624;39.68;785;5333;1236;323.2998;244.32;142.08;1996.1;6050;NA;272.5098;55.38;934.7998;119.95;232.57;1350.8;1448;2.1;0.6648;0.1795
15.03.2013;104.42;0.0553;870;11.7952;39.87;781.2998;5275;1170.1;318.2998;242.54;144.5;1994;6089;NA;269.8799;55.02;951.3999;118.35;231.57;1342.7;1415.5;2.095;0.6605;0.176
18.03.2013;100.46;0.0524;870;11.5188;39.67;776;5169;1178.5;309.7998;238.58;144.28;1962.5;5996.598;NA;264.99;55.34;955;115.01;228.5;1330;1402;2.005;0.6343;0.171
19.03.2013;99.72;0.0515;850;11.4264;39.7;770.0999;5164;1160;302;236.4;142.34;1939.2;5881;NA;261.3098;56.03;918.7998;115.04;228.28;1326.9;1371;1.977;0.6267;0.169
20.03.2013;102.38;0.0524;850;11.3424;39.05;767;5195;1139.1;299.8999;237.85;142.09;1948.6;5981.098;NA;258.3999;56.81;934.3999;117.36;228.78;1309.4;1384.9;1.96;0.621;0.1685
21.03.2013;101.7;0.0517;850;11.4404;39.5;755;5175;1114.1;300.8999;242.24;142.32;1940;5870;NA;257.4199;56.8;914;121.35;229.5;1328.5;1377.5;1.945;0.6296;0.1668
22.03.2013;99.37;0.0512;840;11.3844;39.2;742.5;5159;1099.9;302;237.59;140.18;1943;5765;NA;251.73;56.95;895.2;120.25;229.81;1323;1350.8;1.915;0.6275;0.1613
25.03.2013;98.7;0.0503;840;11.2855;39.29;760;5055;1079.6;296.7;241.59;138.6;1923;5726;NA;247.05;57.48;907;121;227.01;1305;1316.1;1.885;0.614;0.156
26.03.2013;97.11;0.049;840;10.8962;38.15;740;5125;1034.9;281.0999;237.76;136.58;1938;5644.199;NA;233.5;57.49;929.8999;120.99;229.3;1315;1300;1.799;0.5839;0.1492
27.03.2013;96.87;0.0482;805;10.969;38.53;770;5139;1059.2;275.5999;238.61;136.36;1969.5;5600;NA;238.98;57.63;954.7;123.06;230.92;1304.8;1330;1.797;0.6069;0.1544
28.03.2013;98.6;0.0497;835;10.9503;38.28;752;5240;1060.6;277.5999;237.15;133.17;1996.9;6000;NA;243.97;58.15;963.3999;122.53;230.66;1304.5;1320;1.807;0.6103;0.1575
29.03.2013;98.86;0.0497;845;11.5804;38.34;760;5249;1048.7;279.7;238.66;134.08;1998.5;5934.898;NA;247;58.15;962;122.05;231.87;1282.5;1325;1.789;0.6136;0.1612
